x,y,speed,lookahead
7.1321310809048395,-0.2372031361468558,6,1.7460023703754157
7.189382369236645,-0.20919505567854604,6,1.7330109263357902
7.246068181618388,-0.18032512022581798,6,1.720154411760222
7.302265644071929,-0.15030068575455885,6,1.707365361916683
7.3579271074161,-0.11913683375789058,6,1.6945763120731443
7.4129954160606095,-0.08687849886744586,6,1.6817872622296053
7.467413414415153,-0.05357061571485751,6,1.6689982123860663
7.521123946889445,-0.019258118931758425,6,1.6562091625425275
7.574067780474876,0.016030970742179452,6,1.6435333168874962
7.62618354607741,0.05256571715757887,6,1.6311857633791391
7.677532686514829,0.09030070457418418,6,1.618838209870782
7.728207927937444,0.12903378338698357,6,1.606490656362425
7.778301996495565,0.1685628039909634,6,1.5941431028540687
7.827907618339504,0.20868561678111547,6,1.5817955493457116
7.877117519619574,0.24920007215242795,6,1.569447995837354
7.925962791674145,0.29008805841912466,6,1.561486095276639
7.974359028261578,0.3315785276561788,6,1.5543215861609498
8.022276568894005,0.3736632708306453,6,1.5471570770452605
8.06968731396781,0.4163287389982498,6,1.5399925679295714
8.116563163879373,0.45956138321471984,6,1.5328280588138818
8.162876019025072,0.503347654535777,6,1.5256635496981927
8.208620024211758,0.5476710114997719,6,1.5200885660863155
8.253922043898353,0.5925098367195474,6,1.516570615479371
8.298736995005362,0.6378880808228415,6,1.5130526648724267
8.3429795032602,0.6838370869941867,6,1.5095347142654825
8.386564194390292,0.7303881984181163,6,1.506016763658538
8.429405694123052,0.7775727582791588,6,1.5024988130515937
8.47141867062156,0.8254221340250427,6,1.4992475341594076
8.512604941303245,0.8739893022310201,6,1.5061297804280387
8.553033658565532,0.9232584690712612,6,1.5130120266966698
8.592730226006584,0.9731633584413639,6,1.5198942729653013
8.631720047224558,1.0236376942369203,6,1.5267765192339324
8.670028525817616,1.074615200353528,6,1.5336587655025635
8.707681065383916,1.1260296006867836,6,1.5405410117711946
8.74467662825052,1.1778664788735966,6,1.5493207562751685
8.780944742835638,1.230263430112474,6,1.5592864371762316
8.816516177797688,1.2831791556190764,6,1.5692521180772954
8.851432427122413,1.3365522182001492,6,1.5792177989783585
8.88573498479557,1.3903211806624467,6,1.5891834798794218
8.919465344802909,1.4444246058127184,6,1.599149160780485
8.952661153952358,1.4988058518768144,6,1.6067174229851742
8.985243307929315,1.5535586637449563,6,1.6049956877414135
9.017197927784107,1.6087085855937622,6,1.6032739524976527
9.048569184213635,1.6642109179230973,6,1.601552217253892
9.079401247914802,1.7200209612328243,6,1.5998304820101312
9.109738289584504,1.776094016022805,6,1.5981087467663704
9.139624479919648,1.8323853827929055,6,1.5963870115226098
9.169028133227869,1.8889125724374394,5.978523387198242,1.5935892649304215
9.197848940212724,1.94575976349256,5.951504422705709,1.5905138379902524
9.226153264173634,2.002883269258886,5.924485458213176,1.587438411050083
9.25401271265299,2.0602352378858595,5.897466493720642,1.5843629841099138
9.281498893193188,2.1177678175229273,5.870447529228107,1.5812875571697445
9.30868341333662,2.175433156319529,5.843428564735574,1.578212130229575
9.335643538266579,2.233185778621799,5.815135446736945,1.573238149876573
9.362446375176637,2.291028920542261,5.784803683128564,1.5652264840630388
9.388999595634088,2.349001214503298,5.754471919520182,1.5572148182495043
9.415184367803109,2.4071406263663007,5.7241401559118,1.54920315243597
9.440881859847869,2.46548512199266,5.693808392303417,1.5411914866224352
9.46597323993254,2.52407266724376,5.663476628695036,1.533179820808901
9.49033967622129,2.5829412279809922,5.6331448650866545,1.5251681549953666
9.514032321591047,2.6420916475532015,5.612247324169383,1.5196483930614586
9.537174025743948,2.701490702192632,5.591598052270299,1.5141942075454355
9.559728699720486,2.761129954804759,5.5709487803712125,1.5087400220294123
9.581660145898022,2.8210009889207224,5.550299508472128,1.5032858365133894
9.60293216665391,2.88109538807167,5.529650236573044,1.4978316509973664
9.623508564365517,2.941404735788747,5.50900096467396,1.4923774654813433
9.643356957040638,3.001933130022074,5.5,1.49
9.662486383430604,3.0627218906054385,5.5,1.49
9.680927874507018,3.1237488621094,5.5,1.49
9.698712306994668,3.1849837229663964,5.5,1.49
9.715870557618342,3.246396151608873,5.5,1.49
9.732433503102826,3.3079558264692746,5.5,1.49
9.748432119185678,3.369633616055969,5.498571213759398,1.489590693541186
9.763887625180157,3.43146565784526,5.489284103195485,1.486930201558895
9.77877463806417,3.493469884013678,5.479996992631572,1.4842697095766042
9.793056750742037,3.5556298873302308,5.47070988206766,1.4816092175943134
9.806697556118065,3.6179292605639293,5.461422771503748,1.4789487256120226
9.819660647096569,3.680351596483778,5.4521356609398355,1.4762882336297316
9.831909616581855,3.7428804878587814,5.442848550375922,1.4736277416474408
9.843680586913544,3.805514812173296,5.4268939495552315,1.4690572040973615
9.855395295486634,3.8682803247054025,5.408640214163239,1.4638280301445972
9.866615046151388,3.9311702006498197,5.390386478771245,1.4585988561918324
9.876863921330092,3.9941758837849313,5.372132743379251,1.4533696822390674
9.885666003445028,4.057288817889127,5.353879007987259,1.448140508286303
9.892545374918482,4.120500446740809,5.335625272595265,1.4429113343335382
9.897081859295955,4.18381761868186,5.319829224185433,1.4385035778803628
9.899674907132821,4.247396826439695,5.308948549739923,1.4357386564263648
9.90054260762962,4.311181099620025,5.298067875294412,1.432973734972367
9.89971776887687,4.375043046980414,5.287187200848901,1.4302088135183695
9.897233198965093,4.438855277278447,5.276306526403391,1.4274438920643715
9.893121705984813,4.502490399271681,5.265425851957881,1.424678970610374
9.88741609802654,4.565821021717697,5.25454517751237,1.4219140491563762
9.880050738146751,4.628931435702162,5.246847481852133,1.4202066231895387
9.870957111764628,4.6919939840257605,5.239415034424001,1.4185873218466312
9.860216973874055,4.754908712173877,5.231982586995869,1.4169680205037234
9.847912812108618,4.817574221249207,5.2245501395677385,1.415348719160816
9.834127114101904,4.87988911235446,5.217117692139606,1.4137294178179085
9.818942367487496,4.941751986592326,5.209685244711475,1.412110116475001
9.802482966737802,5.003169333721506,5.195167885204171,1.4082319351910146
9.784940134013453,5.064579866159666,5.173919859221651,1.402207817963003
9.76610624142216,5.125790396339369,5.1526718332391335,1.3961837007349922
9.745722333582824,5.186502576410626,5.131423807256614,1.3901595835069809
9.723529455114356,5.246418058523423,5.110175781274097,1.38413546627897
9.699268650635661,5.305238494827774,5.088927755291577,1.3781113490509584
9.672687165648513,5.3626762041180465,5.0673292409271005,1.371986020675341
9.644217065047478,5.419560941405544,5.042663953220507,1.3649750947581714
9.614044379413052,5.476100960630097,5.017998665513912,1.3579641688410011
9.581875768715332,5.531639777441084,4.993333377807319,1.3509532429238313
9.547417892924386,5.585520907487906,4.9686680901007225,1.3439423170066611
9.510377412010305,5.637087866419947,4.9440028023941265,1.3369313910894909
9.470460985943166,5.68568416988659,4.919337514687533,1.3299204651723213
9.42726467492481,5.731026212932312,4.886331047934598,1.3211110492963254
9.380595586241895,5.773879861968025,4.849617390494402,1.3115023045497411
9.331024187400185,5.814307522617414,4.812903733054204,1.301893559803156
9.27915699164147,5.852308289760453,4.776190075614007,1.2922848150565711
9.22560051220752,5.887881258277113,4.739476418173812,1.2826760703099869
9.170961262340107,5.921025523047381,4.702762760733614,1.2730673255634017
9.115764150113218,5.951748860498184,4.6686424509957165,1.2641373150494695
